Resume ID,Resume Summary,Skills,Years of Experience,Education,Certifications,Projects,Job Role
02d97e07-929e-4e7e-9cdc-f510df34f985,"Attack law market federal step. Significant deep compare interest. Experience in NoSQL, Data Modeling, SQL, MySQL, Security, Oracle, Database Tuning. Worked on projects like Database Optimization.","NoSQL, Data Modeling, SQL, MySQL, Security, Oracle, Database Tuning",4,M.Tech IT,Oracle SQL Expert,Database Optimization,Database Administrator
9aa38794-be24-481b-a456-fe3985b56028,"Huge enter evening. Experience in Algorithms, SQL, System Design, C++, Git. Worked on projects like Library Management System.","Algorithms, SQL, System Design, C++, Git",2,M.Tech IT,Tableau Desktop Specialist,Library Management System,Software Engineer
83bc954f-6f6e-45d0-bcf5-2e7429bb6b80,"Scientist politics skill network relate dark. Expert control hold upon improve. Experience in Data Preprocessing, Deep Learning, Machine Learning, Computer Vision, NLP, Python. Worked on projects like Image Classification, Chatbot Development.","Data Preprocessing, Deep Learning, Machine Learning, Computer Vision, NLP, Python",3,M.Tech IT,Scrum Master,"Image Classification, Chatbot Development",AI/ML Engineer
1026ce9d-d9f0-481f-a824-5277518200c8,"Huge box place. Various wall other surface. Figure anyone attention. Experience in HTML, Express, CSS, Responsive Design, React, Node.js, JavaScript. Worked on projects like E-commerce Frontend.","HTML, Express, CSS, Responsive Design, React, Node.js, JavaScript",8,B.E. Information Technology,AWS Certified Solutions Architect,E-commerce Frontend,Web Developer
7322df6a-74ce-44a7-8f2e-122b294b2d3a,"Wide stay avoid investment world while street. Final green south effort foot four reduce. Coach foreign including nothing very what. Experience in Python, PyTorch, Data Preprocessing, Deep Learning, Machine Learning. Worked on projects like Image Classification, Object Detection System.","Python, PyTorch, Data Preprocessing, Deep Learning, Machine Learning",2,B.Tech CSE,Tableau Desktop Specialist,"Image Classification, Object Detection System",AI/ML Engineer
df383493-3573-467d-b2ad-286c2fd3a4b7,"Imagine gun material. Experience in Android, Java, UI/UX Design, React Native, Flutter. Worked on projects like ToDo App.","Android, Java, UI/UX Design, React Native, Flutter",2,B.E. Information Technology,"Tableau Desktop Specialist, DevOps Foundation",ToDo App,Mobile App Developer
1f01e28e-fc4b-49ec-9bd6-a51f057980c3,"Sign official partner stock around truth. In image process space plan. Experience in Docker, Kubernetes, Google Cloud, Linux, Terraform, Cloud Security, Azure. Worked on projects like Cloud Cost Optimization, Multi-cloud Deployment.","Docker, Kubernetes, Google Cloud, Linux, Terraform, Cloud Security, Azure",8,B.E. Information Technology,DevOps Foundation,"Cloud Cost Optimization, Multi-cloud Deployment",Cloud Engineer
0881a802-e385-46a6-86cb-f53307f67a94,"Oil seat learn off hot. Least charge top listen wear operation former. Experience in Flutter, UI/UX Design, Java, React Native, iOS. Worked on projects like Chat Application, Fitness Tracker.","Flutter, UI/UX Design, Java, React Native, iOS",10,MCA,React Certification,"Chat Application, Fitness Tracker",Mobile App Developer
b01d86e6-fdec-4082-9915-50696610f791,"Research though minute stand. Black money most. Law stuff central charge four. Wish focus put along discover. Experience in SQL, Security, Data Modeling, Database Tuning, MySQL. Worked on projects like Data Backup System.","SQL, Security, Data Modeling, Database Tuning, MySQL",9,B.E. Information Technology,"TensorFlow Developer Certificate, Scrum Master, Oracle SQL Expert",Data Backup System,Database Administrator
b99fd20e-82fb-4db0-a64b-24fb6fa97c19,"Who within game stock. So allow door help. Detail foot enter institution sound free job. Experience in Data Visualization, Statistics, Pandas, Python, Machine Learning, R, SQL, Scikit-learn. Worked on projects like Sales Forecasting.","Data Visualization, Statistics, Pandas, Python, Machine Learning, R, SQL, Scikit-learn",10,B.Tech CSE,React Certification,Sales Forecasting,Data Scientist
9868fefe-b305-48eb-bd33-520d09784e6c,"From deal together amount feel. Cell stage realize lot until name. Experience in Firewalls, Network Security, Risk Assessment, Python, Penetration Testing. Worked on projects like Vulnerability Assessment, Security Audit.","Firewalls, Network Security, Risk Assessment, Python, Penetration Testing",10,M.Tech IT,"Scrum Master, TensorFlow Developer Certificate","Vulnerability Assessment, Security Audit",Cybersecurity Analyst
a72c7bb3-bfa6-4d8d-9121-51ff8c90fee8,"Resource group wait anyone also. Bit almost research final miss better argue. Build stuff note drug. Experience in Deep Learning, Computer Vision, Data Preprocessing, PyTorch, Python. Worked on projects like Image Classification.","Deep Learning, Computer Vision, Data Preprocessing, PyTorch, Python",5,MCA,"Scrum Master, DevOps Foundation",Image Classification,AI/ML Engineer
2e36a792-0d18-4ffa-af7e-7cb5e596f664,"Act market clearly when. Window begin defense government yet decide. Experience in UI/UX Design, Flutter, Android, Swift, iOS, Kotlin, Java, React Native. Worked on projects like Chat Application, Fitness Tracker.","UI/UX Design, Flutter, Android, Swift, iOS, Kotlin, Java, React Native",6,M.Tech IT,"AWS Certified Solutions Architect, Google Data Analytics, Certified Ethical Hacker","Chat Application, Fitness Tracker",Mobile App Developer
9e8c73c7-d10a-44c2-b224-5ec5f0120937,"Draw spring father. Wind beyond third why moment really interesting. Office ball season business energy note ask. Experience in Azure, AWS, Linux, Kubernetes, Google Cloud, Cloud Security, Terraform, Docker. Worked on projects like Multi-cloud Deployment, Serverless Architecture.","Azure, AWS, Linux, Kubernetes, Google Cloud, Cloud Security, Terraform, Docker",6,B.Tech CSE,"TensorFlow Developer Certificate, Tableau Desktop Specialist, Certified Ethical Hacker","Multi-cloud Deployment, Serverless Architecture",Cloud Engineer
e6db33d0-1721-4056-ab0e-2e20ebabebd6,"Include eye end true there campaign. Player huge space similar front. Here material soldier. Form character cost out read expert finish. Experience in Oracle, NoSQL, Database Tuning, Backup and Recovery, MySQL, Data Modeling, Security, SQL. Worked on projects like Data Backup System.","Oracle, NoSQL, Database Tuning, Backup and Recovery, MySQL, Data Modeling, Security, SQL",8,MCA,"TensorFlow Developer Certificate, React Certification, AWS Certified Solutions Architect",Data Backup System,Database Administrator
a8025063-fe42-474c-98ac-80b52b2fe29a,"Activity feel hope central customer identify interview. Feel show indicate question state light. Wrong economic structure small like learn data. Experience in Node.js, HTML, Express, JavaScript, Responsive Design. Worked on projects like E-commerce Frontend.","Node.js, HTML, Express, JavaScript, Responsive Design",9,B.E. Information Technology,"TensorFlow Developer Certificate, DevOps Foundation, Microsoft Azure Fundamentals",E-commerce Frontend,Web Developer
5d783a32-ed6b-4d15-bb5b-e96ff2232d5e,"Foot popular former space hundred later success matter. Like necessary child carry. Give whole service wait. Experience in Requirement Gathering, Tableau, Power BI, Stakeholder Communication, UML, SQL, Data Analysis, Excel. Worked on projects like Sales Dashboard, Market Research Analysis.","Requirement Gathering, Tableau, Power BI, Stakeholder Communication, UML, SQL, Data Analysis, Excel",7,B.E. Information Technology,AWS Certified Solutions Architect,"Sales Dashboard, Market Research Analysis",Business Analyst
c12f1e9a-6b9a-4a5c-8958-4f050428ba7a,"Simple popular happy whose music organization. Popular occur worry doctor energy light work score. Experience in Node.js, Express, Responsive Design, JavaScript, React, MongoDB. Worked on projects like E-commerce Frontend.","Node.js, Express, Responsive Design, JavaScript, React, MongoDB",2,B.E. Information Technology,Oracle SQL Expert,E-commerce Frontend,Web Developer
fde5a85b-0a6b-4190-9d5a-0a449a9c6972,"Appear minute how indicate development pretty accept. Experience in MySQL, Data Modeling, Database Tuning, Backup and Recovery, SQL, Security, Oracle, NoSQL. Worked on projects like Data Backup System, Inventory DB Design.","MySQL, Data Modeling, Database Tuning, Backup and Recovery, SQL, Security, Oracle, NoSQL",10,B.E. Information Technology,Oracle SQL Expert,"Data Backup System, Inventory DB Design",Database Administrator
8c4feb14-bd7a-4717-8d4c-4f6b5b075283,"Total must above. Start region either authority important. Research serious newspaper mention. Fly really think agency head not. Experience in Cryptography, Penetration Testing, Firewalls, Python, Incident Response, Network Security, SIEM, Risk Assessment. Worked on projects like Security Audit, Vulnerability Assessment.","Cryptography, Penetration Testing, Firewalls, Python, Incident Response, Network Security, SIEM, Risk Assessment",0,M.Tech IT,"DevOps Foundation, TensorFlow Developer Certificate","Security Audit, Vulnerability Assessment",Cybersecurity Analyst
4349d33b-87e8-461f-90cf-5e416d550af7,"Lot moment all maintain. Box best sure easy form ask. Experience in Deep Learning, Python, PyTorch, TensorFlow, Machine Learning, NLP, Computer Vision, Data Preprocessing. Worked on projects like Image Classification.","Deep Learning, Python, PyTorch, TensorFlow, Machine Learning, NLP, Computer Vision, Data Preprocessing",8,M.Tech IT,AWS Certified Solutions Architect,Image Classification,AI/ML Engineer
1786579d-9bbc-4efd-b195-75111023f1be,"Garden where share be local measure gun. Follow nor individual design. Discuss safe stage election artist may effect break. Experience in Kubernetes, Ansible, Linux, Docker, CI/CD. Worked on projects like Infrastructure Automation.","Kubernetes, Ansible, Linux, Docker, CI/CD",7,B.Sc Computer Science,"Certified Ethical Hacker, Microsoft Azure Fundamentals, Google Data Analytics",Infrastructure Automation,DevOps Engineer
ba2dd910-28e9-41d0-86d8-97a69f09cba2,"Sea among yeah yes away value team of. Word tax prove present. Spend laugh customer century hot network. Experience in Data Visualization, Python, Machine Learning, Pandas, SQL, Scikit-learn. Worked on projects like Sentiment Analysis.","Data Visualization, Python, Machine Learning, Pandas, SQL, Scikit-learn",9,B.Tech CSE,Tableau Desktop Specialist,Sentiment Analysis,Data Scientist
231b5a7a-8139-45f7-98b3-5ec7f459a706,"Either subject admit stop our single. Environmental despite note there. Experience in React, HTML, Responsive Design, JavaScript, Express, CSS, MongoDB, Node.js. Worked on projects like Portfolio Website.","React, HTML, Responsive Design, JavaScript, Express, CSS, MongoDB, Node.js",10,MCA,"AWS Certified Solutions Architect, Microsoft Azure Fundamentals, Google Data Analytics",Portfolio Website,Web Developer
f8001480-9d9d-4b77-a3d0-a31fbf0c4fa2,"Direction management however remain guess mother agreement season. Hour relate short finally ground score week. Sell deal even seat house other. Experience in Python, Network Security, Incident Response, SIEM, Firewalls. Worked on projects like Security Audit, Vulnerability Assessment.","Python, Network Security, Incident Response, SIEM, Firewalls",2,B.E. Information Technology,"Oracle SQL Expert, Tableau Desktop Specialist, DevOps Foundation","Security Audit, Vulnerability Assessment",Cybersecurity Analyst
58240606-2fdd-4b91-a09d-d9a5e28b5ca8,"Medical conference single at paper film. Between key industry. Experience in MySQL, Backup and Recovery, SQL, Data Modeling, Security, NoSQL. Worked on projects like Data Backup System.","MySQL, Backup and Recovery, SQL, Data Modeling, Security, NoSQL",9,B.Tech CSE,"React Certification, Scrum Master, AWS Certified Solutions Architect",Data Backup System,Database Administrator
8093238c-957e-4e11-a02f-5a65865fc7fd,"Play protect off you campaign station different. Next explain rest lawyer local. Experience in SQL, Backup and Recovery, Data Modeling, Oracle, Database Tuning. Worked on projects like Data Backup System.","SQL, Backup and Recovery, Data Modeling, Oracle, Database Tuning",9,B.E. Information Technology,"Tableau Desktop Specialist, AWS Certified Solutions Architect, React Certification",Data Backup System,Database Administrator
1e43bbd1-0163-48ae-b861-f5ab66c24f95,"She century fine. Team go why market resource. Experience in NLP, Data Preprocessing, Computer Vision, PyTorch, TensorFlow, Deep Learning, Machine Learning, Python. Worked on projects like Image Classification, Object Detection System.","NLP, Data Preprocessing, Computer Vision, PyTorch, TensorFlow, Deep Learning, Machine Learning, Python",2,B.Tech CSE,"Scrum Master, React Certification, DevOps Foundation","Image Classification, Object Detection System",AI/ML Engineer
2ef42ff7-6dec-470a-86fd-14a7c847e717,"Notice spend establish run. Probably power world scientist particularly. Experience in Tableau, Excel, UML, Data Analysis, Requirement Gathering, Power BI. Worked on projects like Market Research Analysis, Product Requirement Doc.","Tableau, Excel, UML, Data Analysis, Requirement Gathering, Power BI",3,M.Tech IT,DevOps Foundation,"Market Research Analysis, Product Requirement Doc",Business Analyst
838d3996-f1d4-4884-9a05-8c272ad7bd0c,"Clear free military different success night factor. Experience in Python, Deep Learning, Data Preprocessing, Machine Learning, NLP, Computer Vision, PyTorch, TensorFlow. Worked on projects like Chatbot Development, Image Classification.","Python, Deep Learning, Data Preprocessing, Machine Learning, NLP, Computer Vision, PyTorch, TensorFlow",5,MCA,AWS Certified Solutions Architect,"Chatbot Development, Image Classification",AI/ML Engineer
b623b375-e154-45eb-9287-e4a8e43edde6,"Vote difference claim example. Guy maintain we. Experience in Ansible, Linux, CI/CD, Docker, Kubernetes. Worked on projects like Infrastructure Automation.","Ansible, Linux, CI/CD, Docker, Kubernetes",0,B.Tech CSE,AWS Certified Solutions Architect,Infrastructure Automation,DevOps Engineer
f9d2d90e-3b7a-409d-b221-0f132613f889,"Reality more ground everyone. Treat result improve production maybe pick. Participant ever billion thought particular computer up. Experience in System Design, C++, Java, SQL, Git. Worked on projects like Library Management System, REST API Development.","System Design, C++, Java, SQL, Git",0,B.Sc Computer Science,"Microsoft Azure Fundamentals, AWS Certified Solutions Architect, Google Data Analytics","Library Management System, REST API Development",Software Engineer
3bd5a5d3-2f4d-46de-b5c8-5551f2d04607,"Relate argue light likely bag learn. Somebody cover nation point agency choice. Experience in Docker, Terraform, Azure, Kubernetes, Google Cloud, Linux, AWS. Worked on projects like Multi-cloud Deployment.","Docker, Terraform, Azure, Kubernetes, Google Cloud, Linux, AWS",1,B.Tech CSE,AWS Certified Solutions Architect,Multi-cloud Deployment,Cloud Engineer
3d661b62-57b6-47b5-a6f7-7fd5a661ae0d,"Single identify firm assume really oil something. Surface commercial certain box. Build wide within life why. Experience in AWS, Kubernetes, Ansible, CI/CD, Monitoring Tools, Terraform, Linux, Docker. Worked on projects like Kubernetes Cluster Deployment, Infrastructure Automation.","AWS, Kubernetes, Ansible, CI/CD, Monitoring Tools, Terraform, Linux, Docker",6,MCA,"Oracle SQL Expert, Certified Ethical Hacker, Scrum Master","Kubernetes Cluster Deployment, Infrastructure Automation",DevOps Engineer
743b8ea3-8fca-4c35-a6ed-942422d6bcb0,"Research dark throw data page family increase. Figure itself serve serve wide size. Experience in Computer Vision, PyTorch, TensorFlow, NLP, Data Preprocessing, Python, Deep Learning. Worked on projects like Object Detection System, Image Classification.","Computer Vision, PyTorch, TensorFlow, NLP, Data Preprocessing, Python, Deep Learning",8,B.E. Information Technology,"React Certification, Oracle SQL Expert","Object Detection System, Image Classification",AI/ML Engineer
7fc78606-af4f-4301-8806-277d2588eb16,"Former quite various state receive phone who. Partner mouth mind. Enough Mr save place. Experience in UI/UX Design, React Native, Android, Kotlin, Swift, iOS, Java. Worked on projects like Chat Application, Fitness Tracker.","UI/UX Design, React Native, Android, Kotlin, Swift, iOS, Java",3,B.Sc Computer Science,"Microsoft Azure Fundamentals, TensorFlow Developer Certificate, Certified Ethical Hacker","Chat Application, Fitness Tracker",Mobile App Developer
61e3709f-c54c-4839-beb6-5b52be01edd9,"Instead ahead tax also. Foot hundred week spend resource. Experience in Git, C++, Python, SQL, Algorithms, Java. Worked on projects like E-commerce Backend.","Git, C++, Python, SQL, Algorithms, Java",5,B.E. Information Technology,React Certification,E-commerce Backend,Software Engineer
4949690d-864c-44a2-956c-dd97c24585ba,"Space through chance voice course accept. Build score national discuss cut player. Experience in Linux, Kubernetes, Azure, Docker, Terraform, Cloud Security, AWS, Google Cloud. Worked on projects like Serverless Architecture, Cloud Cost Optimization.","Linux, Kubernetes, Azure, Docker, Terraform, Cloud Security, AWS, Google Cloud",6,B.Tech CSE,"Scrum Master, Certified Ethical Hacker, Oracle SQL Expert","Serverless Architecture, Cloud Cost Optimization",Cloud Engineer
9be5a24f-303a-42ae-af3b-f10d5e57dea2,"Economic save my beautiful. Business well open leg side position according real. Experience in Git, Algorithms, Data Structures, SQL, Python, Java, C++. Worked on projects like E-commerce Backend, REST API Development.","Git, Algorithms, Data Structures, SQL, Python, Java, C++",9,B.Tech CSE,Scrum Master,"E-commerce Backend, REST API Development",Software Engineer
01e5499d-8419-48b3-87dd-a2c9e2ab5927,"No affect world image rate. Magazine sometimes believe degree always nation. Experience in AWS, Monitoring Tools, Ansible, CI/CD, Terraform. Worked on projects like Kubernetes Cluster Deployment.","AWS, Monitoring Tools, Ansible, CI/CD, Terraform",3,MCA,"Google Data Analytics, Tableau Desktop Specialist, Oracle SQL Expert",Kubernetes Cluster Deployment,DevOps Engineer
47bfe1dc-28ff-4fce-ba88-ac3d6e14083f,"Sport check national push section foot. East visit civil official charge officer. Each gas want wonder focus plant. Experience in TensorFlow, Machine Learning, Deep Learning, PyTorch, Data Preprocessing. Worked on projects like Object Detection System.","TensorFlow, Machine Learning, Deep Learning, PyTorch, Data Preprocessing",6,M.Tech IT,AWS Certified Solutions Architect,Object Detection System,AI/ML Engineer
6b1c465f-4b8d-4926-821c-3a13f90981a4,"Behind most then war organization. Someone charge above. Experience in Linux, Monitoring Tools, Kubernetes, Docker, AWS, Terraform. Worked on projects like Infrastructure Automation.","Linux, Monitoring Tools, Kubernetes, Docker, AWS, Terraform",7,M.Tech IT,"Microsoft Azure Fundamentals, Certified Ethical Hacker, Tableau Desktop Specialist",Infrastructure Automation,DevOps Engineer
1ac8fdd5-d7cd-4ed4-9b5b-0dd259eb9ebf,"Fast start majority anyone teacher out partner. Set development sure simple soldier. Democrat special voice. Experience in Security, Oracle, SQL, Backup and Recovery, Data Modeling. Worked on projects like Database Optimization, Data Backup System.","Security, Oracle, SQL, Backup and Recovery, Data Modeling",3,B.Tech CSE,TensorFlow Developer Certificate,"Database Optimization, Data Backup System",Database Administrator
fe50b1f6-163e-4bd8-92a9-c977c7b7c66a,"Current production reality computer rest officer born both. Difference show travel watch. Experience in MySQL, Data Modeling, Security, Backup and Recovery, SQL, NoSQL, Database Tuning. Worked on projects like Data Backup System.","MySQL, Data Modeling, Security, Backup and Recovery, SQL, NoSQL, Database Tuning",1,MCA,TensorFlow Developer Certificate,Data Backup System,Database Administrator
86e59953-dfe4-4f25-8ed7-c4d0c667f957,"Institution maybe television whether bag standard. Though report tough grow religious billion. Country trouble effect instead apply suggest. Recognize condition dark floor. Experience in TensorFlow, Data Preprocessing, Machine Learning, Python, Deep Learning, Computer Vision. Worked on projects like Object Detection System.","TensorFlow, Data Preprocessing, Machine Learning, Python, Deep Learning, Computer Vision",8,M.Tech IT,"Microsoft Azure Fundamentals, DevOps Foundation",Object Detection System,AI/ML Engineer
324d1eb3-e3b5-4f87-9d3c-7a3020f2210b,"Popular various our fear recently student. Agree point choice set. Cold both this. Experience in AWS, Docker, Terraform, Ansible, Linux, CI/CD, Kubernetes, Monitoring Tools. Worked on projects like CI/CD Pipeline Setup, Infrastructure Automation.","AWS, Docker, Terraform, Ansible, Linux, CI/CD, Kubernetes, Monitoring Tools",1,M.Tech IT,"Oracle SQL Expert, React Certification","CI/CD Pipeline Setup, Infrastructure Automation",DevOps Engineer
14c497c3-b1a7-48e0-8b48-36b91a4cd189,"Baby care paper scientist. Prove end my public better. Itself film change especially. Experience in Deep Learning, Computer Vision, Machine Learning, TensorFlow, Python, Data Preprocessing, PyTorch. Worked on projects like Object Detection System.","Deep Learning, Computer Vision, Machine Learning, TensorFlow, Python, Data Preprocessing, PyTorch",1,M.Tech IT,"Scrum Master, Microsoft Azure Fundamentals, Oracle SQL Expert",Object Detection System,AI/ML Engineer
3c062d94-d1db-457b-8018-b367c1a95765,"Foreign away southern half. Civil experience everybody page kid positive scientist. Experience in Python, C++, Algorithms, Java, Git, System Design, Data Structures. Worked on projects like Library Management System.","Python, C++, Algorithms, Java, Git, System Design, Data Structures",8,M.Tech IT,"TensorFlow Developer Certificate, Google Data Analytics",Library Management System,Software Engineer
687ebe9e-12bb-4773-a594-a5251272a088,"Collection put short money later. Nor traditional yard size two. Sell note beyond certainly politics. Experience in Kubernetes, AWS, Linux, CI/CD, Monitoring Tools. Worked on projects like Infrastructure Automation, CI/CD Pipeline Setup.","Kubernetes, AWS, Linux, CI/CD, Monitoring Tools",1,M.Tech IT,"React Certification, Scrum Master","Infrastructure Automation, CI/CD Pipeline Setup",DevOps Engineer
ddab5c03-5ed7-4b7c-8d6f-84dad886ba89,"Once hold science card candidate. Brother pressure action science unit brother. Experience in NLP, TensorFlow, PyTorch, Deep Learning, Data Preprocessing. Worked on projects like Chatbot Development.","NLP, TensorFlow, PyTorch, Deep Learning, Data Preprocessing",0,B.E. Information Technology,"Scrum Master, Oracle SQL Expert",Chatbot Development,AI/ML Engineer
bfd67d26-0d6b-4313-8789-b91c50e44038,"Unit interview particular serious country behavior environment. Eight tonight history especially glass husband size. Experience in Java, Python, Algorithms, SQL, C++, System Design, Data Structures, Git. Worked on projects like Library Management System, E-commerce Backend.","Java, Python, Algorithms, SQL, C++, System Design, Data Structures, Git",7,M.Tech IT,"AWS Certified Solutions Architect, React Certification","Library Management System, E-commerce Backend",Software Engineer
4183c94c-5e99-4dd6-87cc-54d8ee612258,"Wide try race seat education vote myself security. Dream enough particular story have push live. Experience in React, Node.js, CSS, JavaScript, HTML, MongoDB. Worked on projects like Blog CMS.","React, Node.js, CSS, JavaScript, HTML, MongoDB",3,B.Tech CSE,"AWS Certified Solutions Architect, Tableau Desktop Specialist, TensorFlow Developer Certificate",Blog CMS,Web Developer
5e09ccc0-ddc9-4ab5-85b8-67acf6ecf2bd,"Anyone situation wrong. Degree poor night main together agency. Experience in Backup and Recovery, Oracle, SQL, Data Modeling, MySQL. Worked on projects like Inventory DB Design.","Backup and Recovery, Oracle, SQL, Data Modeling, MySQL",0,B.Sc Computer Science,"Tableau Desktop Specialist, React Certification",Inventory DB Design,Database Administrator
06718a65-7cdd-42d5-b1ef-ba6f2868f799,"Enter create be race even. Huge bad day agreement. Prevent couple memory. Experience in Data Modeling, Security, NoSQL, MySQL, Oracle, SQL. Worked on projects like Database Optimization, Data Backup System.","Data Modeling, Security, NoSQL, MySQL, Oracle, SQL",8,B.E. Information Technology,"TensorFlow Developer Certificate, Google Data Analytics","Database Optimization, Data Backup System",Database Administrator
11bf9f8a-0e7b-4ec4-a269-11463be63fe2,"Lead child above party person in. Computer room structure position test. Experience in Swift, Java, Android, Flutter, React Native, UI/UX Design, iOS, Kotlin. Worked on projects like Fitness Tracker.","Swift, Java, Android, Flutter, React Native, UI/UX Design, iOS, Kotlin",9,MCA,"Tableau Desktop Specialist, React Certification",Fitness Tracker,Mobile App Developer
092748a3-d330-4500-bfda-aafa7aa10d3f,"Forget product idea call yet. Agree money prepare expert method. Play investment whom visit meet. Experience in SQL, Algorithms, System Design, C++, Git, Data Structures, Python. Worked on projects like REST API Development, Library Management System.","SQL, Algorithms, System Design, C++, Git, Data Structures, Python",6,B.Tech CSE,Google Data Analytics,"REST API Development, Library Management System",Software Engineer
c80b9cd6-4065-452a-b229-6887d8633c1b,"Key design catch enjoy hour evening boy course. Community fear accept born partner man yourself. Experience in JavaScript, HTML, Express, React, Responsive Design, CSS. Worked on projects like Blog CMS.","JavaScript, HTML, Express, React, Responsive Design, CSS",9,MCA,"AWS Certified Solutions Architect, DevOps Foundation, Scrum Master",Blog CMS,Web Developer
96b8dbcf-1524-4c14-9de6-73f6f557e6ce,"Group spring travel drug accept wall structure. Most apply interesting far within we American. Experience in Computer Vision, Machine Learning, Python, Data Preprocessing, TensorFlow, Deep Learning. Worked on projects like Chatbot Development.","Computer Vision, Machine Learning, Python, Data Preprocessing, TensorFlow, Deep Learning",10,B.Tech CSE,"React Certification, Certified Ethical Hacker, Oracle SQL Expert",Chatbot Development,AI/ML Engineer
cb244757-7ae1-45ac-9a35-6d6d50b012f6,"Design huge option hard television later fund. Experience in Java, Data Structures, System Design, C++, SQL, Python, Git, Algorithms. Worked on projects like REST API Development, Library Management System.","Java, Data Structures, System Design, C++, SQL, Python, Git, Algorithms",9,B.Tech CSE,DevOps Foundation,"REST API Development, Library Management System",Software Engineer
b93b473b-0488-4fc1-b0ee-450cd3c4b2cf,"Leg leader save least fight send security. Experience in MySQL, SQL, Security, NoSQL, Backup and Recovery, Database Tuning, Oracle. Worked on projects like Database Optimization.","MySQL, SQL, Security, NoSQL, Backup and Recovery, Database Tuning, Oracle",9,M.Tech IT,"Oracle SQL Expert, Certified Ethical Hacker",Database Optimization,Database Administrator
8921690d-f8f1-470b-943e-6e4932b03318,"Lot join near whether room stock. The commercial information level ahead wish network. Experience in CSS, MongoDB, Node.js, React, Responsive Design. Worked on projects like E-commerce Frontend, Blog CMS.","CSS, MongoDB, Node.js, React, Responsive Design",2,B.Sc Computer Science,"DevOps Foundation, Tableau Desktop Specialist, Microsoft Azure Fundamentals","E-commerce Frontend, Blog CMS",Web Developer
92288d4f-d54c-45da-acc2-f4320306006b,"Conference tell throughout sing team reality within early. Offer environment yard prevent name. Audience moment station role. Experience in Ansible, Docker, CI/CD, Linux, Kubernetes, Monitoring Tools, Terraform, AWS. Worked on projects like CI/CD Pipeline Setup.","Ansible, Docker, CI/CD, Linux, Kubernetes, Monitoring Tools, Terraform, AWS",2,M.Tech IT,"Tableau Desktop Specialist, Google Data Analytics",CI/CD Pipeline Setup,DevOps Engineer
ac5c37cb-b75f-429d-a7ef-044bea56f67d,"Capital station until soon blood yes course. Economic black attention your simply. Experience in Python, Penetration Testing, Firewalls, Network Security, Incident Response, Cryptography, SIEM, Risk Assessment. Worked on projects like Security Audit.","Python, Penetration Testing, Firewalls, Network Security, Incident Response, Cryptography, SIEM, Risk Assessment",0,MCA,"Google Data Analytics, React Certification, DevOps Foundation",Security Audit,Cybersecurity Analyst
dcbc4ded-a93c-464f-b51b-481654d43ca8,"Name teacher argue now interest. Light part according shake which race prove. Service hot interest natural speech car then left. Experience in JavaScript, Responsive Design, CSS, HTML, Node.js, Express, React. Worked on projects like Portfolio Website.","JavaScript, Responsive Design, CSS, HTML, Node.js, Express, React",10,MCA,"Microsoft Azure Fundamentals, Scrum Master",Portfolio Website,Web Developer
144137b6-5719-477c-84ea-929031466c25,"Everyone itself with catch beyond kind if. Experience in PyTorch, NLP, Machine Learning, TensorFlow, Deep Learning, Python, Data Preprocessing. Worked on projects like Chatbot Development, Image Classification.","PyTorch, NLP, Machine Learning, TensorFlow, Deep Learning, Python, Data Preprocessing",9,B.Tech CSE,"Tableau Desktop Specialist, TensorFlow Developer Certificate, Certified Ethical Hacker","Chatbot Development, Image Classification",AI/ML Engineer
1f84bb3e-a6fc-4249-b28e-9691d1919724,"Level too heart determine direction step. Experience in Oracle, Security, MySQL, Data Modeling, Backup and Recovery, NoSQL, Database Tuning. Worked on projects like Database Optimization.","Oracle, Security, MySQL, Data Modeling, Backup and Recovery, NoSQL, Database Tuning",2,B.Sc Computer Science,"Certified Ethical Hacker, DevOps Foundation",Database Optimization,Database Administrator
6a47848d-5f05-468e-829e-c2ca8e5881cf,"Stay add before modern everything add protect. Surface world wear capital idea south. Debate money vote necessary provide by. Experience in Oracle, Security, Backup and Recovery, MySQL, NoSQL, SQL, Data Modeling. Worked on projects like Inventory DB Design, Data Backup System.","Oracle, Security, Backup and Recovery, MySQL, NoSQL, SQL, Data Modeling",6,B.Sc Computer Science,"React Certification, Tableau Desktop Specialist, Google Data Analytics","Inventory DB Design, Data Backup System",Database Administrator
5385faa4-30d1-47c4-aae9-34690d5ee14e,"Group Mrs weight owner. Government sit interesting article left under. Experience in Machine Learning, PyTorch, Data Preprocessing, Deep Learning, NLP, Computer Vision, Python, TensorFlow. Worked on projects like Chatbot Development, Object Detection System.","Machine Learning, PyTorch, Data Preprocessing, Deep Learning, NLP, Computer Vision, Python, TensorFlow",9,B.Sc Computer Science,AWS Certified Solutions Architect,"Chatbot Development, Object Detection System",AI/ML Engineer
c8fdbd84-3fd5-4b4d-9cc8-d45eef8df6f4,"Charge maintain white school. Color page science chance house sea data marriage. Experience in Terraform, Linux, AWS, Monitoring Tools, Docker, CI/CD, Kubernetes. Worked on projects like Infrastructure Automation, CI/CD Pipeline Setup.","Terraform, Linux, AWS, Monitoring Tools, Docker, CI/CD, Kubernetes",0,B.Sc Computer Science,TensorFlow Developer Certificate,"Infrastructure Automation, CI/CD Pipeline Setup",DevOps Engineer
